naam,uri_naam,uri_amco,amco,cbs_code,geonames,startjaar,eindjaar,provincie
Biesland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Biesland,http://www.gemeentegeschiedenis.nl/amco/10074,10074,1308,0,1817,1833,Zuid-Holland
Binnenmaas,http://www.gemeentegeschiedenis.nl/gemeentenaam/Binnenmaas,http://www.gemeentegeschiedenis.nl/amco/10222,10222,585,6544240,1984,heden,Zuid-Holland
Bleiswijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Bleiswijk,http://www.gemeentegeschiedenis.nl/amco/10994,10994,495,0,oudsher,2007,Zuid-Holland
Bleskensgraaf,http://www.gemeentegeschiedenis.nl/gemeentenaam/Bleskensgraaf,http://www.gemeentegeschiedenis.nl/amco/10451,10451,1262,0,oudsher,1855,Zuid-Holland
Bleskensgraaf en Hofwegen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Bleskensgraaf_en_Hofwegen,http://www.gemeentegeschiedenis.nl/amco/10451,10451,496,0,1855,1986,Zuid-Holland
Bodegraven,http://www.gemeentegeschiedenis.nl/gemeentenaam/Bodegraven,http://www.gemeentegeschiedenis.nl/amco/11091,11091,497,0,oudsher,2011,Zuid-Holland
Bodegraven-Reeuwijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Bodegraven-Reeuwijk,http://www.gemeentegeschiedenis.nl/amco/11091,11091,1901,8260050,2011,heden,Zuid-Holland
Den Bommel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Den_Bommel,http://www.gemeentegeschiedenis.nl/amco/10293,10293,1024,0,oudsher,1966,Zuid-Holland
Boskoop,http://www.gemeentegeschiedenis.nl/gemeentenaam/Boskoop,http://www.gemeentegeschiedenis.nl/amco/10419,10419,499,2758546,oudsher,heden,Zuid-Holland
Brandwijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Brandwijk,http://www.gemeentegeschiedenis.nl/amco/10169,10169,500,0,1817,1986,Zuid-Holland
Brielle,http://www.gemeentegeschiedenis.nl/gemeentenaam/Brielle,http://www.gemeentegeschiedenis.nl/amco/10232,10232,501,2758325,oudsher,heden,Zuid-Holland
Broek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Broek,http://www.gemeentegeschiedenis.nl/amco/11214,11214,1030,0,1817,1870,Zuid-Holland
Capelle aan den IJssel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Capelle_aan_den_IJssel,http://www.gemeentegeschiedenis.nl/amco/11248,11248,502,2758011,oudsher,heden,Zuid-Holland
Charlois,http://www.gemeentegeschiedenis.nl/gemeentenaam/Charlois,http://www.gemeentegeschiedenis.nl/amco/10430,10430,1037,0,oudsher,1895,Zuid-Holland
Cillaarshoek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Cillaarshoek,http://www.gemeentegeschiedenis.nl/amco/10833,10833,1311,0,1817,1832,Zuid-Holland
Cromstrijen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Cromstrijen,http://www.gemeentegeschiedenis.nl/amco/11346,11346,611,6544284,1984,heden,Zuid-Holland
Delfshaven,http://www.gemeentegeschiedenis.nl/gemeentenaam/Delfshaven,http://www.gemeentegeschiedenis.nl/amco/10908,10908,1040,0,oudsher,1886,Zuid-Holland
Delft,http://www.gemeentegeschiedenis.nl/gemeentenaam/Delft,http://www.gemeentegeschiedenis.nl/amco/10928,10928,503,2757344,oudsher,heden,Zuid-Holland
Dirksland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Dirksland,http://www.gemeentegeschiedenis.nl/amco/11344,11344,504,2756786,oudsher,heden,Zuid-Holland
Dordrecht,http://www.gemeentegeschiedenis.nl/gemeentenaam/Dordrecht,http://www.gemeentegeschiedenis.nl/amco/11157,11157,505,2756668,oudsher,heden,Zuid-Holland
Driebruggen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Driebruggen,http://www.gemeentegeschiedenis.nl/amco/10830,10830,506,0,1964,1989,Zuid-Holland
Dubbeldam,http://www.gemeentegeschiedenis.nl/gemeentenaam/Dubbeldam,http://www.gemeentegeschiedenis.nl/amco/10781,10781,507,0,oudsher,1970,Zuid-Holland
Everdingen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Everdingen,http://www.gemeentegeschiedenis.nl/amco/10638,10638,508,0,oudsher,1986,Zuid-Holland
Geervliet,http://www.gemeentegeschiedenis.nl/gemeentenaam/Geervliet,http://www.gemeentegeschiedenis.nl/amco/10842,10842,509,0,oudsher,1980,Zuid-Holland
Giessenburg,http://www.gemeentegeschiedenis.nl/gemeentenaam/Giessenburg,http://www.gemeentegeschiedenis.nl/amco/10255,10255,510,0,1957,1986,Zuid-Holland
Giessendam,http://www.gemeentegeschiedenis.nl/gemeentenaam/Giessendam,http://www.gemeentegeschiedenis.nl/amco/10606,10606,1063,0,oudsher,1957,Zuid-Holland
Giessenlanden,http://www.gemeentegeschiedenis.nl/gemeentenaam/Giessenlanden,http://www.gemeentegeschiedenis.nl/amco/10255,10255,689,6544237,1986,heden,Zuid-Holland
Giessen-Nieuwkerk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Giessen-Nieuwkerk,http://www.gemeentegeschiedenis.nl/amco/10255,10255,1062,0,oudsher,1957,Zuid-Holland
Goedereede,http://www.gemeentegeschiedenis.nl/gemeentenaam/Goedereede,http://www.gemeentegeschiedenis.nl/amco/10981,10981,511,2755484,oudsher,heden,Zuid-Holland
Goidschalxoord,http://www.gemeentegeschiedenis.nl/gemeentenaam/Goidschalxoord,http://www.gemeentegeschiedenis.nl/amco/10123,10123,1319,0,1817,1855,Zuid-Holland
Gorinchem,http://www.gemeentegeschiedenis.nl/gemeentenaam/Gorinchem,http://www.gemeentegeschiedenis.nl/amco/10942,10942,512,2755433,oudsher,heden,Zuid-Holland
Gouda,http://www.gemeentegeschiedenis.nl/gemeentenaam/Gouda,http://www.gemeentegeschiedenis.nl/amco/10302,10302,513,2755419,oudsher,heden,Zuid-Holland
Gouderak,http://www.gemeentegeschiedenis.nl/gemeentenaam/Gouderak,http://www.gemeentegeschiedenis.nl/amco/11258,11258,514,0,oudsher,1985,Zuid-Holland
Goudriaan,http://www.gemeentegeschiedenis.nl/gemeentenaam/Goudriaan,http://www.gemeentegeschiedenis.nl/amco/10450,10450,515,0,oudsher,1986,Zuid-Holland
Goudswaard,http://www.gemeentegeschiedenis.nl/gemeentenaam/Goudswaard,http://www.gemeentegeschiedenis.nl/amco/10914,10914,516,0,1817,1984,Zuid-Holland
Graafstroom,http://www.gemeentegeschiedenis.nl/gemeentenaam/Graafstroom,http://www.gemeentegeschiedenis.nl/amco/10451,10451,693,6544272,1986,heden,Zuid-Holland
's-Gravenambacht,http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Gravenambacht,http://www.gemeentegeschiedenis.nl/amco/10935,10935,1320,0,1817,1832,Zuid-Holland
's-Gravendeel,http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Gravendeel,http://www.gemeentegeschiedenis.nl/amco/10052,10052,517,0,oudsher,2007,Zuid-Holland
's-Gravenhage,http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Gravenhage,http://www.gemeentegeschiedenis.nl/amco/11434,11434,518,2747372,oudsher,heden,Zuid-Holland
's-Gravenzande,http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Gravenzande,http://www.gemeentegeschiedenis.nl/amco/10640,10640,519,0,oudsher,2004,Zuid-Holland
Groeneveld,http://www.gemeentegeschiedenis.nl/gemeentenaam/Groeneveld,http://www.gemeentegeschiedenis.nl/amco/10764,10764,1322,0,1817,1855,Zuid-Holland
Groot-Ammers,http://www.gemeentegeschiedenis.nl/gemeentenaam/Groot-Ammers,http://www.gemeentegeschiedenis.nl/amco/11205,11205,520,0,1817,1986,Zuid-Holland
Groote Lindt,http://www.gemeentegeschiedenis.nl/gemeentenaam/Groote_Lindt,http://www.gemeentegeschiedenis.nl/amco/11042,11042,1066,0,1817,1881,Zuid-Holland
Haastrecht,http://www.gemeentegeschiedenis.nl/gemeentenaam/Haastrecht,http://www.gemeentegeschiedenis.nl/amco/11049,11049,521,0,oudsher,1985,Zuid-Holland
Hagestein,http://www.gemeentegeschiedenis.nl/gemeentenaam/Hagestein,http://www.gemeentegeschiedenis.nl/amco/10297,10297,522,0,1818,1986,Zuid-Holland
Hardinxveld,http://www.gemeentegeschiedenis.nl/gemeentenaam/Hardinxveld,http://www.gemeentegeschiedenis.nl/amco/10167,10167,1070,0,oudsher,1957,Zuid-Holland
Hardinxveld-Giessendam,http://www.gemeentegeschiedenis.nl/gemeentenaam/Hardinxveld-Giessendam,http://www.gemeentegeschiedenis.nl/amco/10167,10167,523,2754843,1957,heden,Zuid-Holland
Hazerswoude,http://www.gemeentegeschiedenis.nl/gemeentenaam/Hazerswoude,http://www.gemeentegeschiedenis.nl/amco/11257,11257,524,0,oudsher,1991,Zuid-Holland
Heenvliet,http://www.gemeentegeschiedenis.nl/gemeentenaam/Heenvliet,http://www.gemeentegeschiedenis.nl/amco/10823,10823,525,0,oudsher,1980,Zuid-Holland
Heerjansdam,http://www.gemeentegeschiedenis.nl/gemeentenaam/Heerjansdam,http://www.gemeentegeschiedenis.nl/amco/10540,10540,526,0,oudsher,2003,Zuid-Holland
Heer Oudelands Ambacht,http://www.gemeentegeschiedenis.nl/gemeentenaam/Heer_Oudelands_Ambacht,http://www.gemeentegeschiedenis.nl/amco/11207,11207,1327,0,1817,1857,Zuid-Holland
Hei- en Boeicop,http://www.gemeentegeschiedenis.nl/gemeentenaam/Hei-_en_Boeicop,http://www.gemeentegeschiedenis.nl/amco/11024,11024,527,0,1817,1986,Zuid-Holland
Heinenoord,http://www.gemeentegeschiedenis.nl/gemeentenaam/Heinenoord,http://www.gemeentegeschiedenis.nl/amco/10821,10821,528,0,oudsher,1984,Zuid-Holland
Hekelingen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Hekelingen,http://www.gemeentegeschiedenis.nl/amco/10873,10873,1074,0,1817,1966,Zuid-Holland
Hekendorp,http://www.gemeentegeschiedenis.nl/gemeentenaam/Hekendorp,http://www.gemeentegeschiedenis.nl/amco/10217,10217,1075,0,1817,1964,Zuid-Holland
Hellevoetsluis,http://www.gemeentegeschiedenis.nl/gemeentenaam/Hellevoetsluis,http://www.gemeentegeschiedenis.nl/amco/11078,11078,530,2754453,oudsher,heden,Zuid-Holland
Hendrik-Ido-Ambacht,http://www.gemeentegeschiedenis.nl/gemeentenaam/Hendrik-Ido-Ambacht,http://www.gemeentegeschiedenis.nl/amco/10416,10416,531,2754407,oudsher,heden,Zuid-Holland
Herkingen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Herkingen,http://www.gemeentegeschiedenis.nl/amco/10267,10267,1078,0,1817,1966,Zuid-Holland
Heukelum,http://www.gemeentegeschiedenis.nl/gemeentenaam/Heukelum,http://www.gemeentegeschiedenis.nl/amco/11308,11308,533,0,oudsher,1986,Zuid-Holland
Hillegersberg,http://www.gemeentegeschiedenis.nl/gemeentenaam/Hillegersberg,http://www.gemeentegeschiedenis.nl/amco/10227,10227,1081,0,oudsher,1941,Zuid-Holland
Hillegom,http://www.gemeentegeschiedenis.nl/gemeentenaam/Hillegom,http://www.gemeentegeschiedenis.nl/amco/11236,11236,534,2754072,oudsher,heden,Zuid-Holland
Hodenpijl,http://www.gemeentegeschiedenis.nl/gemeentenaam/Hodenpijl,http://www.gemeentegeschiedenis.nl/amco/10876,10876,1328,0,1817,1855,Zuid-Holland
Hof van Delft,http://www.gemeentegeschiedenis.nl/gemeentenaam/Hof_van_Delft,http://www.gemeentegeschiedenis.nl/amco/10089,10089,1082,0,1817,1921,Zuid-Holland
Hofwegen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Hofwegen,http://www.gemeentegeschiedenis.nl/amco/10325,10325,1329,0,1817,1855,Zuid-Holland
Hoogblokland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogblokland,http://www.gemeentegeschiedenis.nl/amco/11040,11040,535,0,oudsher,1986,Zuid-Holland
Hoog en Woud Harnasch,http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoog_en_Woud_Harnasch,http://www.gemeentegeschiedenis.nl/amco/10163,10163,1330,0,1817,1833,Zuid-Holland
Hoogeveen [Delfland],http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogeveen_Delfland,http://www.gemeentegeschiedenis.nl/amco/10835,10835,1331,0,1817,1833,Zuid-Holland
Hoogeveen [Rijnland],http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogeveen_Rijnland,http://www.gemeentegeschiedenis.nl/amco/10755,10755,1332,0,1817,1855,Zuid-Holland
Hoogmade,http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogmade,http://www.gemeentegeschiedenis.nl/amco/10026,10026,1333,0,1817,1855,Zuid-Holland
Hoogvliet,http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogvliet,http://www.gemeentegeschiedenis.nl/amco/10348,10348,1085,0,1817,1934,Zuid-Holland
Hoornaar,http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoornaar,http://www.gemeentegeschiedenis.nl/amco/10516,10516,536,0,1817,1986,Zuid-Holland
IJsselmonde,http://www.gemeentegeschiedenis.nl/gemeentenaam/IJsselmonde,http://www.gemeentegeschiedenis.nl/amco/11357,11357,1230,0,oudsher,1941,Zuid-Holland
Jacobswoude,http://www.gemeentegeschiedenis.nl/gemeentenaam/Jacobswoude,http://www.gemeentegeschiedenis.nl/amco/10461,10461,645,0,1991,2009,Zuid-Holland
Kaag en Braassem,http://www.gemeentegeschiedenis.nl/gemeentenaam/Kaag_en_Braassem,http://www.gemeentegeschiedenis.nl/amco/10349,10349,1884,6544223,2009,heden,Zuid-Holland
Katendrecht,http://www.gemeentegeschiedenis.nl/gemeentenaam/Katendrecht,http://www.gemeentegeschiedenis.nl/amco/11401,11401,1093,0,1817,1874,Zuid-Holland
Katwijk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Katwijk,http://www.gemeentegeschiedenis.nl/amco/10707,10707,537,2753012,oudsher,heden,Zuid-Holland
Kedichem,http://www.gemeentegeschiedenis.nl/gemeentenaam/Kedichem,http://www.gemeentegeschiedenis.nl/amco/10280,10280,538,0,oudsher,1986,Zuid-Holland
Kethel en Spaland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Kethel_en_Spaland,http://www.gemeentegeschiedenis.nl/amco/10551,10551,1096,0,oudsher,1941,Zuid-Holland
Kijfhoek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Kijfhoek,http://www.gemeentegeschiedenis.nl/amco/10319,10319,1337,0,1817,1857,Zuid-Holland
Klaaswaal,http://www.gemeentegeschiedenis.nl/gemeentenaam/Klaaswaal,http://www.gemeentegeschiedenis.nl/amco/10284,10284,539,0,oudsher,1984,Zuid-Holland
Kleine Lindt,http://www.gemeentegeschiedenis.nl/gemeentenaam/Kleine_Lindt,http://www.gemeentegeschiedenis.nl/amco/10150,10150,1338,0,1817,1857,Zuid-Holland
Korendijk [1],http://www.gemeentegeschiedenis.nl/gemeentenaam/Korendijk_1,http://www.gemeentegeschiedenis.nl/amco/10914,10914,,0,oudsher,1817,Zuid-Holland
Korendijk [2],http://www.gemeentegeschiedenis.nl/gemeentenaam/Korendijk_2,http://www.gemeentegeschiedenis.nl/amco/10914,10914,588,6544295,1984,heden,Zuid-Holland
Koudekerk aan den Rijn,http://www.gemeentegeschiedenis.nl/gemeentenaam/Koudekerk_aan_den_Rijn,http://www.gemeentegeschiedenis.nl/amco/10029,10029,540,,1938,1991,Zuid-Holland
Koudekerk [ZH],http://www.gemeentegeschiedenis.nl/gemeentenaam/Koudekerk_ZH,http://www.gemeentegeschiedenis.nl/amco/10029,10029,540,,oudsher,1938,Zuid-Holland
Kralingen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Kralingen,http://www.gemeentegeschiedenis.nl/amco/11367,11367,1099,0,oudsher,1895,Zuid-Holland
Krimpen aan de Lek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Krimpen_aan_de_Lek,http://www.gemeentegeschiedenis.nl/amco/10617,10617,541,0,oudsher,1985,Zuid-Holland
Krimpen aan den IJssel,http://www.gemeentegeschiedenis.nl/gemeentenaam/Krimpen_aan_den_IJssel,http://www.gemeentegeschiedenis.nl/amco/10859,10859,542,2752263,1817,heden,Zuid-Holland
Laagblokland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Laagblokland,http://www.gemeentegeschiedenis.nl/amco/10351,10351,1340,0,1817,1857,Zuid-Holland
Langebakkersoord,http://www.gemeentegeschiedenis.nl/gemeentenaam/Langebakkersoord,http://www.gemeentegeschiedenis.nl/amco/10670,10670,,0,1817,1826,Zuid-Holland
Langerak,http://www.gemeentegeschiedenis.nl/gemeentenaam/Langerak,http://www.gemeentegeschiedenis.nl/amco/11127,11127,543,0,1817,1986,Zuid-Holland
Lange Ruige Weide,http://www.gemeentegeschiedenis.nl/gemeentenaam/Lange_Ruige_Weide,http://www.gemeentegeschiedenis.nl/amco/10900,10900,1101,0,1818,1964,Zuid-Holland
Lansingerland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Lansingerland,http://www.gemeentegeschiedenis.nl/amco/10139,10139,1621,6544291,2007,heden,Zuid-Holland
Leerbroek,http://www.gemeentegeschiedenis.nl/gemeentenaam/Leerbroek,http://www.gemeentegeschiedenis.nl/amco/10465,10465,544,0,1817,1986,Zuid-Holland
Leerdam,http://www.gemeentegeschiedenis.nl/gemeentenaam/Leerdam,http://www.gemeentegeschiedenis.nl/amco/10685,10685,545,2751807,oudsher,heden,Zuid-Holland
Leiden,http://www.gemeentegeschiedenis.nl/gemeentenaam/Leiden,http://www.gemeentegeschiedenis.nl/amco/10702,10702,546,2751772,oudsher,heden,Zuid-Holland
Leiderdorp,http://www.gemeentegeschiedenis.nl/gemeentenaam/Leiderdorp,http://www.gemeentegeschiedenis.nl/amco/10058,10058,547,2751770,oudsher,heden,Zuid-Holland
Leidschendam [1],http://www.gemeentegeschiedenis.nl/gemeentenaam/Leidschendam_1,http://www.gemeentegeschiedenis.nl/amco/10742,10742,,0,oudsher,1817,Zuid-Holland
Leidschendam [2],http://www.gemeentegeschiedenis.nl/gemeentenaam/Leidschendam_2,http://www.gemeentegeschiedenis.nl/amco/10742,10742,548,0,1938,2002,Zuid-Holland
Leidschendam-Voorburg,http://www.gemeentegeschiedenis.nl/gemeentenaam/Leidschendam-Voorburg,http://www.gemeentegeschiedenis.nl/amco/11103,11103,1916,6544252,2002,heden,Zuid-Holland
Leimuiden,http://www.gemeentegeschiedenis.nl/gemeentenaam/Leimuiden,http://www.gemeentegeschiedenis.nl/amco/11351,11351,549,0,oudsher,1991,Zuid-Holland
Lekkerkerk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Lekkerkerk,http://www.gemeentegeschiedenis.nl/amco/10050,10050,550,0,oudsher,1985,Zuid-Holland
Lexmond,http://www.gemeentegeschiedenis.nl/gemeentenaam/Lexmond,http://www.gemeentegeschiedenis.nl/amco/10930,10930,551,0,oudsher,1986,Zuid-Holland
Liemeer,http://www.gemeentegeschiedenis.nl/gemeentenaam/Liemeer,http://www.gemeentegeschiedenis.nl/amco/10487,10487,1673,0,1994,2007,Zuid-Holland
De Lier,http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Lier,http://www.gemeentegeschiedenis.nl/amco/10241,10241,552,0,oudsher,2004,Zuid-Holland
Liesveld,http://www.gemeentegeschiedenis.nl/gemeentenaam/Liesveld,http://www.gemeentegeschiedenis.nl/amco/11205,11205,694,6544270,1986,heden,Zuid-Holland
Lisse,http://www.gemeentegeschiedenis.nl/gemeentenaam/Lisse,http://www.gemeentegeschiedenis.nl/amco/10197,10197,553,2751546,oudsher,heden,Zuid-Holland
Loosduinen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Loosduinen,http://www.gemeentegeschiedenis.nl/amco/10997,10997,1107,0,oudsher,1923,Zuid-Holland
Maasdam,http://www.gemeentegeschiedenis.nl/gemeentenaam/Maasdam,http://www.gemeentegeschiedenis.nl/amco/11019,11019,554,0,oudsher,1984,Zuid-Holland
Maasland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Maasland,http://www.gemeentegeschiedenis.nl/amco/10393,10393,555,0,oudsher,2004,Zuid-Holland
Maassluis,http://www.gemeentegeschiedenis.nl/gemeentenaam/Maassluis,http://www.gemeentegeschiedenis.nl/amco/10880,10880,556,2751284,oudsher,heden,Zuid-Holland
Meerdervoort,http://www.gemeentegeschiedenis.nl/gemeentenaam/Meerdervoort,http://www.gemeentegeschiedenis.nl/amco/10435,10435,1343,0,1817,1855,Zuid-Holland
Meerkerk,http://www.gemeentegeschiedenis.nl/gemeentenaam/Meerkerk,http://www.gemeentegeschiedenis.nl/amco/10618,10618,557,0,oudsher,1986,Zuid-Holland
Melissant,http://www.gemeentegeschiedenis.nl/gemeentenaam/Melissant,http://www.gemeentegeschiedenis.nl/amco/10918,10918,1113,0,1817,1966,Zuid-Holland
Middelburg [ZH],http://www.gemeentegeschiedenis.nl/gemeentenaam/Middelburg_ZH,http://www.gemeentegeschiedenis.nl/amco/10483,10483,1344,0,1817,1855,Zuid-Holland
Middelharnis,http://www.gemeentegeschiedenis.nl/gemeentenaam/Middelharnis,http://www.gemeentegeschiedenis.nl/amco/11067,11067,559,2750883,oudsher,heden,Zuid-Holland
Midden-Delfland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Midden-Delfland,http://www.gemeentegeschiedenis.nl/amco/10130,10130,1842,6544262,2004,heden,Zuid-Holland
De Mijl,http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Mijl,http://www.gemeentegeschiedenis.nl/amco/11360,11360,1345,0,1817,1857,Zuid-Holland
Mijnsheerenland,http://www.gemeentegeschiedenis.nl/gemeentenaam/Mijnsheerenland,http://www.gemeentegeschiedenis.nl/amco/11112,11112,564,0,oudsher,1984,Zuid-Holland
Moerhuizen,http://www.gemeentegeschiedenis.nl/gemeentenaam/Moerhuizen,http://www.gemeentegeschiedenis.nl/amco/11377,11377,647,0,1991,1992,Zuid-Holland
Moerkapelle,http://www.gemeentegeschiedenis.nl/gemeentenaam/Moerkapelle,http://www.gemeentegeschiedenis.nl/amco/11383,11383,560,0,1817,1991,Zuid-Holland
Molenaarsgraaf,http://www.gemeentegeschiedenis.nl/gemeentenaam/Molenaarsgraaf,http://www.gemeentegeschiedenis.nl/amco/10166,10166,561,0,oudsher,1986,Zuid-Holland
Monster,http://www.gemeentegeschiedenis.nl/gemeentenaam/Monster,http://www.gemeentegeschiedenis.nl/amco/10019,10019,562,0,oudsher,2004,Zuid-Holland
